,School,CourseID,Descriptions
22,engineeringSUPERTRIMMED,EGR 377 Seminar: Aerial Vehicle Design ,"Remotely piloted and autonomous aircraft are increasingly being used in scientific research, agriculture, disaster mitigation and national defense. These small and efficient aircraft offer major environmental benefits while, at the same time, raise complex ethical and policy issues. This seminar introduces the rapidly growing field of aerial vehicle design and low-Reynolds number aerodynamics through a major project in which students design, fabricate and test a remotely piloted aircraft. Prerequisites: EGR 374, CSC 111, and either EGR 220 or CSC 270. Enrollment limit of 12. Credits: 4 "
23,engineeringSUPERTRIMMED,EGR 388 Seminar: Photovoltaic and Fuel Cell System Design ,"This seminar applies fundamental principles of thermodynamics, electrochemistry and semi-conductor physics to the design, modeling and analysis of renewable energy power systems. Concepts covered in this course include extraterrestrial radiation, solar geometry, atmospheric effects, polarization curve characteristics, system components and configurations, stand-alone and hybrid system design and load interactions. This course applies these theoretical concepts in a laboratory setting involving the design and testing of fuel cell and photovoltaic systems. Prerequisites: EGR 220; corequisite EGR 290. Enrollment limit of 12. {N} Credits: 4 "
24,engineeringSUPERTRIMMED,EGR 389 Seminar: Techniques for Modeling Engineering Processes ,"The goal of this seminar is to introduce students to several approaches used to model, understand, simulate and forecast engineering processes. One approach covered is the use of artificial neural networks—a branch of artificial intelligence (AI) with connections to the brain. Other approaches covered are based upon probability and statistics and include auto-regressive moving average (ARIMA) processes. Although students learn about the theory behind these approaches, the emphasis of the course is on their application to model processes throughout the field of engineering. Some examples include earthquake ground motion, financial markets, water treatment and electrical systems. Acknowledging the interdisciplinary nature of AI, students also investigate the possibilities of machine consciousness. Enrollment limit of 12. "
25,engineeringSUPERTRIMMED,EGR 390 Advanced Topics in Engineering ,Advanced Topics in Engineering is designed as a technical depth course for engineering majors. Course topics can adapt to new technologies and opportunities and build on the engineering fundamentals developed through 100- and 200-level coursework. Permission of the instructor required. Not open to first-years and sophomores. {N} Credits: 4 
26,engineeringSUPERTRIMMED,EGR 410D Engineering Design and Professional Practice ,"This two-semester course focuses on the engineering design process and associated professional skills required for careers in engineering. Topics include a subset of the following: the engineering design process, project definition, design requirements, project management, concept generation, concept selection, engineering economics, design for sustainability, design for safety and risk reduction, design case studies, teamwork, effective presentations, professional ethics, networking, negotiation and intellectual property. This course is required of all senior engineering students pursuing the B.S. in engineering science and must be taken in conjunction with EGR 421D, EGR 422D, or EGR 431D. Credits: 1 per semester "
27,engineeringSUPERTRIMMED,EGR 421D Capstone Design with Faculty ,"This two-semester course leverages students’ previous coursework to address an engineering design problem. Students work on a design project sponsored by an individual member of the engineering faculty. Regular design meetings, progress reports, interim and final reports, and presentations are required. Prerequisites: Senior standing in engineering, EGR 220, 270, 290, 374 and at least one additional 300-level engineering course, plus a clear demonstration of intent and a faculty sponsor. Corequisite EGR 410D. Credits: 3 per semester "
28,engineeringSUPERTRIMMED,EGR 422D Design Clinic ,"This two-semester course leverages students’ previous coursework to address an engineering design problem. Students collaborate in teams on real-world projects sponsored by industry and government. Regular team design meetings, weekly progress reports, interim and final reports, and multiple presentations are required. Prerequisites: Senior standing in engineering, EGR 220, 270, 290, 374 and at least one additional 300-level engineering course, or permission of instructor. This course requires an ability to work on open-ended problems in a team setting. Corequisite EGR 410D. Enrollment limit of 36. "
29,engineeringSUPERTRIMMED,EGR 430D Honors Project ,Independent work in any area of engineering with a faculty member for a total of 8 credits. This pathway is separate from the capstone design experience required for the B.S. degree. Requires permission of the department. Credits: 4 per semester 
30,engineeringSUPERTRIMMED,EGR 431D Honors Capstone Design with Faculty ,Honors version of EGR 421D. Corequisite EGR 410D. Requires permission of the department. Credits: 4 per semester 
31,engineeringSUPERTRIMMED,EGR 432 Design Clinic Honors Extension ,Independent work extending from a student's Design Clinic project. Corequisite EGR 422D. Requires permission of the department. Credits: 1 
