,School,CourseID,Descriptions
10,2011CornellSUPERTRIMMED_spaced,VIEN 4910 Undergraduate VE Research Practices (3 credits) ,"Any undergraduate student in the college may enroll, subject to availability, in courses required for the minor. Several courses in VIEN have suggested prerequisites, but these requirements may be waived at the discretion of the instructor. Only courses for which a grade of “C” or better is received will count toward the minor in Viticulture and Enology (courses taken with an S–U option will not count). "
11,2011CornellSUPERTRIMMED_spaced,ALS 5780 International Teaching Assistant Development Program Course 1 ,"Fall or spring. 2 credits. Priority given based on immediacy of TA assignment. Prerequisite: ITA Language Assessment or permission of ITAP. K. Kenyon and S. Markel. Designed for international teaching assistants. This course focuses on teaching techniques, cross-cultural classroom dynamics, and oral communication. Through small group seminars, conferences with instructors, audio journals, and a teaching practicum, students work to expand their communication and pedagogical skills. "
12,2011CornellSUPERTRIMMED_spaced,ALS 5790 International Teaching Assistant Development Program 2 ,"Fall or spring. 2 credits. Priority given based on immediacy of TA assignment. Prerequisite: ITA Language Assessment or permission of ITAP. K. Kenyon and S. Markel. Designed as a follow-up to ALS 5780. This course focuses on teaching techniques, cross-cultural classroom dynamics, and oral communication. Through small group seminars, conferences with instructors, audio journals, and teaching practice, international teaching assistants work to expand their communication and pedagogical skills. "
13,2011CornellSUPERTRIMMED_spaced,ALS 5800 International Teaching Assistant Development Program 3 ,"Fall or spring. 2 credits. Priority given based on immediacy of TA assignment. Prerequisite: ALS 5790 or permission of ITAP. K. Kenyon and S. Markel. Designed as a follow-up to ALS 5790. This course focuses on teaching techniques, cross-cultural classroom dynamics, and oral communication. Through small group seminars, conferences with instructors, audio journals, and teaching practice, international teaching assistants work to expand their communication and pedagogical skills. "
14,2011CornellSUPERTRIMMED_spaced,AIS 4970 Independent Study ,Fall or spring. 1–4 credits. Staff. Topic and credit hours TBA between faculty member and student. The American Indian Program office must approve independent study forms. 
15,2011CornellSUPERTRIMMED_spaced,AIS 6010 American Indian Studies Pro seminar ,Fall and spring. 1 credit. K. Kassam. Graduate-level course that introduces students to ongoing research in the field of American Indian Studies in a pro seminar/colloquium format. Advanced graduate students are expected to present their work in progress; all are expected to attend each seminar and provide presenters with critical and constructive commentary on papers. [AIS 6350 Indigenous Peoples and Globalization (also DSOC/LATA 6350) Fall. 3 credits. Next offered 2011–2012. 
16,2011CornellSUPERTRIMMED_spaced,AEM 1210 Entrepreneurship Speaker Series ,"Fall. 1 credit. P. D. Perez. Course consists of guest lectures by faculty members engaged in the study and practice of entrepreneurship and by prominent entrepreneurs associated with the entrepreneurship@Cornell program, with a view to inform and inspire students. Evaluation includes attendance, book reports, and written feedback on lectures. "
17,2011CornellSUPERTRIMMED_spaced,AEM 1220 Entrepreneurship in the Life Sciences ,Spring. 1 credit. W. H. Lesser. Seminars and guest lectures by faculty members and entrepreneurs engaged in the study and practice of entrepreneurship in the life sciences. Emphasis on the process of turning scientific discovery into business opportunity and success. Evaluation includes attendance and written feedback on lectures. Intended as a follow-up to AEM 1200 and AEM 1210 but may be taken independently. 
18,2011CornellSUPERTRIMMED_spaced,AEM 1230 Foundations of Entrepreneurship and Business ,"Fall. 2 credits. P. D. Perez. Introductory course providing a sound base to both the understanding of entrepreneurial activity and possibilities and the study and practice of entrepreneurship at Cornell. Emphasis on the identification and elaboration of business opportunities (i.e., business ideas). Extensive use of IT–based learning and presentation tools. "
19,2011CornellSUPERTRIMMED_spaced,AEM 2240 Principles of Finance ,"Summer. 3 credits. R. T. Curtis. Focuses on the mathematics of finance, the economics of managerial decisions, corporate financial policy, risk management, and investments. Topics include time value, bonds, stock valuation, capital budgeting, financing alternatives, costs of capital, the capital structure decision, distribution policy, mergers and acquisitions, options, forward and futures contracts, market efficiency and market anomalies, strategies of successful investors, and personal finance. "
20,2011CornellSUPERTRIMMED_spaced,AEM 2260 AEM Certificate Activities ,"Summer. 1 credit. Staff. Students participate in special activities as part of the AEM Certificate in Business Management summer immersion program. While activities may vary from year to year, in the past these activities have included a field trip to corporate sites in New York City, Cornell Outdoor Education team building and leadership exercises, a career services résumé/job search presentation, and a talk on the evolution of a local small business by its founder. Student participation in all activities is mandatory and a paper focusing on “takeaways” from each activity is required. "
21,2011CornellSUPERTRIMMED_spaced,AEM 2270 Introduction to International Business ,"Summer. 4 credits. D. T. Ng. Based in the global finance center of Hong Kong, students gain a fundamental understanding of how some of the most powerful multinational firms in the world make and implement financial decisions, how they manage risk and gain competitive advantage, how they interact with governments, and what the risks and returns are in conducting such international business. Students are assigned to internships to experience firsthand how such corporations function. "
22,2011CornellSUPERTRIMMED_spaced,AEM 3250 Personal Enterprise and Small Business Management ,"Spring. 4 credits. Prerequisites: junior or senior standing; AEM 1200 and 2210 or permission of instructor. Absolutely no adds or drops after second class meeting. Cost of term project: approx. $100 per team. D. H. Streeter. Focuses on the activities involved in planning a start-up business, including the exploration of strategic dimensions, performance of marketing research, and planning of financial aspects related to the new company. Lectures and hands-on clinics include visits by real-world entrepreneurs, who discuss the start-up process and the challenges of managing growth in a small business. Term project is the development of a business plan, completed in teams of no fewer than three students. "
23,2011CornellSUPERTRIMMED_spaced,AEM 3290/3291 International Agribusiness Study Trip ,"3291, fall; 3290, spring. 2 credits. Prerequisites: AEM 1200 or 3020, and 2400. Open by application before March 1 of spring semester before course is offered. Approximately 12 students are selected with priority given to sophomores and juniors in CALS. Field study co-payment: $900. L. W. Tauer and T. M. Schmit. Gives students interested in agribusiness management exposure to the managerial practices essential to the success of agriculture, agribusiness, and food companies competing in the global marketplace. Involves a two-week international field study trip that takes place after the final exam period of the spring semester before the course is offered. The course meets for a few sessions in advance of the field study trip. A paper analyzing an aspect of the field study is required. [AEM 3300 Managerial Economics and Decision Making] [AEM 3310 Introduction to Business Regulation Spring. 3 credits. Prerequisites: ECON 1110, 3130, and AEM 1200. S–U or letter grades. J. T. Prince. Studies the economics and other factors (e.g., politics, lobbying) that determine regulation policy along with firm strategies in regulated or potentially regulated markets. Major topics include antitrust, economic regulation, and environmental regulation. Applications to the current business environment are emphasized.] "
24,2011CornellSUPERTRIMMED_spaced,"AEM 3380 Social Entrepreneurs, Innovators, and Problem Solvers ","Fall. 4 credits. A. Wessels. Introduces students to the social entrepreneurs, innovators, and visionaries who are creating new strategies for solving society’s problems. The course highlights innovative case studies of success in restoring the environment, resolving conflicts, curing diseases, overcoming poverty, and addressing other problems of social injustice. At the end of the course, each student develops an original blueprint for social innovation: a creative proposal for solving a societal problem. "
25,2011CornellSUPERTRIMMED_spaced,AEM 4210 Derivatives and Risk Management ,Spring. 3 credits. Prerequisites: AEM 2100 and 3240 or equivalents. Recommended: ECON 3130 or equivalent and a calculus course; familiarity with calculus and probability and statistics. Priority given to AEM students. S–U or letter grades. C. G. Turvey. Covers the pricing of derivatives and how derivatives can be used for the purpose of risk management and speculation. A portion of this course involves the use of spreadsheet or other computer programs. 
26,2011CornellSUPERTRIMMED_spaced,AEM 4260 Fixed-Income Securities ,"Fall. 3 credits. Prerequisites: MATH 1110 or equivalent, AEM 2100 or equivalent, AEM 3240. Letter grades only. V. L. Bogan. Focuses on fixed-income securities including corporate bonds, default-free bonds, and floating rate notes. Other topics include related financial instruments such as forwards and futures on fixed-income securities, interest rate swaps, bond options, and mortgage-backed securities. In addition to the analysis of specific types of fixed-income securities, there is an examination of the tools used in bond portfolio management. "
27,2011CornellSUPERTRIMMED_spaced,AEM 4470 Retail Speaker Series ,"Spring. 1 credit. D. J. Perosio. Seminars and guest lectures by faculty and guest lecturers engaged in the study and practice of retailing. This course provides a unique opportunity for successful industry leaders to share their experiences with Cornell students. Speakers share their view about successful management styles, possible career paths, critical industry-related issues, and qualities conducive to successful business leadership. Students have an unprecedented opportunity to learn and question how retail leaders view the current and future status of retailing, the largest sector in the U.S. economy. "
28,2011CornellSUPERTRIMMED_spaced,"ECON 3130, and familiarity with Excel. ","J. M. Conrad. Constructs dynamic models of renewable, nonrenewable, and environmental resources to examine market allocation and optimal resource management. "
29,2011CornellSUPERTRIMMED_spaced,AEM 4970 Individual Study in Applied Economics and Management ,Fall or spring. Variable credit. S–U or letter grades. Students must register using independent study form (available in undergraduate program office in Warren Hall). Staff. Used for special projects designed by faculty members. 
30,2011CornellSUPERTRIMMED_spaced,AEM 4980 Supervised Teaching Experience ,Fall or spring. 1–4 credits. Students must register using independent study form (available in undergraduate program office in Warren Hall). Staff. Designed to give qualified undergraduates experience through actual involvement in planning and teaching courses under the supervision of department faculty. Students cannot receive both pay and credit for the same hours of preparation and teaching. 
31,2011CornellSUPERTRIMMED_spaced,AEM 4990 Undergraduate Research ,"Fall, spring, or summer. 1–4 credits. Prerequisite: GPA of at least 2.7. Students must register using independent study form (available in undergraduate program office in Warren Hall). S–U or letter grades. Staff. Permits outstanding undergraduates to carry out independent study of suitable problems under appropriate supervision. Students cannot receive both pay and credit for the same hours of work. "
32,2011CornellSUPERTRIMMED_spaced,"AEM 6600 A gro ecosystems, Economic Development, and the Environment ","Spring. 3–4 credits. Prerequisite: graduate standing. Open to graduate students outside economics; additional sec TBA for economics majors. S–U or letter grades. D. R. Lee. Examines selected topics in agricultural and economic development, technology assessment, ecosystem management and the environment, with a focus on developing countries. Topics include production, poverty, and environmental trade-offs; sustainable technology development; trade and environment linkages; economics of conservation and development; and alternative methodologies for analyzing these interactions. Readings emphasize the economic literature, but also draw from the biophysical sciences, ecosystem management, and the broader social sciences. "
33,2011CornellSUPERTRIMMED_spaced,AEM 6980 Supervised Graduate Teaching Experience ,"Fall or spring. 1–4 credits; max. 4 credits during graduate program. Prerequisites: graduate standing; permission of instructor. Undergraduates should enroll in AEM 4980. Students must register using independent study form (available in undergraduate program office in Warren Hall). S–U or letter grades. Staff. Designed to give graduate students teaching experience through involvement in planning and teaching courses under the supervision of departmental faculty members. The experience may include leading discussion sections, preparing, assisting in, or teaching lectures and laboratories, and tutoring. Students are expected to actually teach at least one hour per week for each credit awarded. Students may not receive both pay and credit for the same hours of preparation and teaching. "
34,2011CornellSUPERTRIMMED_spaced,AEM 7000 Individual Study in Applied Economics and Management ,"Fall or spring. Prerequisite: graduate standing. S–U or letter grades. Credit, class hours, and other details TBA with faculty member. Staff. Used for special projects designed by faculty members. More than one topic may be given each semester in different sections. Student must register in section appropriate to topic being covered; section number is provided by instructor. "
35,2011CornellSUPERTRIMMED_spaced,AEM 7010 Applied Micro economics I ,"Fall. 3 credits. Required for all first-year AEM Ph.D. students. Prerequisites: Ph.D. students only; ECON 6090 and 6100, and AEM 7100 or equivalent. C. K. Ranney and R. N. Bois vert. Covers economic models and empirical applications in consumer demand and production economics. "
36,2011CornellSUPERTRIMMED_spaced,AEM 7020 Applied Micro economics II ,"Spring. 3 credits. Required for all second-year AEM Ph.D. students. Prerequisites: Ph.D. students only; ECON 6090 and 6100, and AEM 7100 or equivalent. H. DeG or ter, D. R. Just, and C. K. Ranney. Covers economic models and empirical applications in welfare economics, risk analysis, and industrial organization. "
37,2011CornellSUPERTRIMMED_spaced,AEM 7620 Micro economics of International Development ,"Spring. 3 credits. Prerequisite: completion of first-year Ph.D. course sequence in AEM or ECON or permission of instructor. S–U or letter grades. Offered odd years. C. B. Barrett. Focuses on models of individual, household, firm/farm, and market behavior in low- and middle-income developing economies. Topics include agricultural land, labor, and financial institutions; technology adoption; food security and nutrition; risk management; intra-household analysis; reciprocity networks; and product/factor markets analysis. Emphasizes empirical research. "
38,2011CornellSUPERTRIMMED_spaced,ANSC 1105 Contemporary Perspectives on Careers in Animal Science ,"Spring. 1 credit. J. Ga val chin. In addition to preparing students for veterinary medicine, a degree in Animal Science is excellent background for careers in agricultural production, education, marketing, communications, and policy development, in both private and public sectors. In this course, students explore these opportunities and develop skills that will aid them in career planning. "
39,2011CornellSUPERTRIMMED_spaced,ANSC 2650 Equine Biology and Management ,"Fall. 3 credits. Prerequisites: ANSC 1100 and 1160 or permission of instructor. S–U or letter grades. S. A. Brooks. Provides the basics of equine form, function, care, management, and handling. Students learn the basic biology of the horse and how to apply this knowledge to solve problems in horse care. Hands-on labs include safe handling techniques, basic groundwork, and daily care of class horses. Short trips and tours illustrate applied concepts in horse industry and health care. "
40,2011CornellSUPERTRIMMED_spaced,ANSC 3100 Introduction to Animal Welfare ,"Fall. 2 credits. S–U or letter grades. Staff. Animal welfare issues are discussed, mainly for farm animals, but companion animals are also considered. Both animal specific and general areas of animal welfare are discussed. "
41,2011CornellSUPERTRIMMED_spaced,"ANSC 3200 Comparative Animal Nutrition and Toxicology: Horses, Dogs, Cats, and More ","Spring. 4 credits. Suggested prerequisites: one year college biology and ANSC 2120 Animal Nutrition or equivalent. S–U or letter grades. One weekend field trip. D. Brown. At the end of this course, students will (1) be able to match feed resources to the physiological needs of horses, dogs, cats, rabbits, deer, reindeer, birds, reptiles, and a variety of other animals found at home, in zoos, rehabilitation centers, on ranches and farms; (2) understand the intellectual processes by which a successful, science-based feeding strategy should be developed for animals without a history of domestication; and (3) understand the evolutionary and physiological basis for some of the diversity in nutritional strategies and to xico logical vulnerabilities found among animals. "
42,2011CornellSUPERTRIMMED_spaced,ANSC 3550 Dairy Cattle Nutrition ,Spring. 3 credits. Prerequisite: ANSC 2500 or permission of instructor. Letter grades only. T. R. Overton and L. E. Chase. Application of scientific principles to practical herd nutrition relating to herd production and feeding management. Laboratory emphasizes practical applications and field trips. 
43,2011CornellSUPERTRIMMED_spaced,ANSC 3980 Animals in Biomedical Research ,"Fall. 2 credits. Prerequisites: two semesters of college-level biology; ANSC 1100 or equivalent introductory physiology course. Offered alternate years. Letter grades only. X. Lei. Introduces features and applications of various animal models for biomedical research on human health, diseases, and nutritional deficiencies. "
44,2011CornellSUPERTRIMMED_spaced,ANSC 4970 Individual Study in Animal Science ,"Fall or spring. 1–3 credits, variable; may be repeated for credit. Intended for students in animal sciences. Prerequisite: permission of instructor. Students must register using independent study form (available in 140 Roberts Hall). S–U or letter grades. Staff. May include individual tutorial study or a lecture topic selected by a professor. Because topics may change, the course may be repeated for credit. "
45,2011CornellSUPERTRIMMED_spaced,ANSC 4980 Undergraduate Teaching In Animal Science ,"Fall or spring. 1–3 credits, variable; limited to two experiences during undergraduate career. Prerequisite: GPA of at least 2.7; permission of Animal Science faculty member before en roll ment. Students must register using independent study form (available in 140 Roberts Hall). Designed to consolidate the student’s knowledge. A participating student assists in teaching a course allied with his or her education and experience. The student is expected to meet regularly with a discussion or laboratory section, to gain teaching experience, and regularly to discuss teaching objectives, techniques, and subject matter with the professor in charge. "
46,2011CornellSUPERTRIMMED_spaced,ANSC 4990 Undergraduate Research in Animal Science ,"Fall or spring. 6 credits max. during undergraduate career. Prerequisites: junior or senior standing; GPA of at least 2.7; permission of Animal Science faculty member before en roll ment. Not open to students who have earned 6 or more undergraduate research credits elsewhere in the college. Students must register using independent study form (available in 140 Roberts Hall). Affords opportunities for students to carry out independent research under appropriate supervision. Each student is expected to review pertinent literature, prepare a project outline, conduct the research, and prepare a report. "
47,2011CornellSUPERTRIMMED_spaced,ANSC 4991 Undergraduate Honors Research in Animal Science ,Fall and spring. 1–6 credits; max. 6. Prerequisite: permission of instructor. Students must register using independent study form (available in 140 Roberts Hall). Intended for qualified students pursuing the research honors program in animal science. 
48,2011CornellSUPERTRIMMED_spaced,ANSC 6210 Reproductive Physiology/ Endocrinology Seminar ,"Fall and spring. 1 credit. Prerequisite: graduate standing or permission of instructor. S–U grades only. W. R. Butler and staff. Current research in reproductive physiology is presented by faculty and staff members, graduate students, and invited speakers. "
49,2011CornellSUPERTRIMMED_spaced,ANSC 9900 Doctoral-Level Thesis Research ,"Fall or spring. Credit TBA, max. 12 credits per semester. Prerequisite: permission of advisor. S–U grades only. Graduate faculty. For students admitted to candidacy after “A” exam has been passed. "
50,2011CornellSUPERTRIMMED_spaced,MATH 1910 or equivalent. Letter grades ,"only. C. L. Anderson. Introduction to computer programming and concepts of problem analysis, algorithm development, and data structure in an engineering context. The structured programming language MATLAB is used, implemented on interactive personal computers and applied to problems of interest in biological and environmental engineering. "
51,2011CornellSUPERTRIMMED_spaced,BEE 3299 Sustainable Development ,"Spring, summer. 3 credits. Prerequisite: at least sophomore standing. S–U or letter grades. M. F. Walter and N. R. Scott. Sustainable development is the dominant economic, environmental, and social issue of the 21st century. This course develops the concepts of sustainable development as an evolutionary process, demanding the integration of the physical sciences and engineering with the biological and social sciences for design of systems. Topics include the nature of ecosystems, global processes, sustainable communities, and industrial ecology, renewable energy, and life cycle analysis. Course is web-based. "
52,2011CornellSUPERTRIMMED_spaced,BEE 3500 Biological and Environmental Transport Processes ,"Spring, summer (offered spring 2011 only; taught again in fall 2011 and every fall thereafter). 3 credits. Pre- or co requisites: MATH 2930 and fluid mechanics course. Letter grades only. A. K. Datta. Focuses on understanding the principles of heat and mass transfer in the context of biological (biomedical/bio processing/ bio environmental) systems. Emphasizes physical understanding of transport processes and simple reaction rates with application examples from plant, animal, and human biology in the bio environment (soil/water/air), and industrial processing of food and bio materials. "
53,2011CornellSUPERTRIMMED_spaced,BEE 4350 Principles of Aquaculture ,"Spring. 3 credits. Satisfies BE capstone design requirement. Prerequisite: at least junior standing. Letter grades only. No-one is allowed to add course after 2nd lec. Two required field trips require class to return to campus at 7 p.m. M. B. Timmons. An in-depth treatment of the principles of aquaculture: fish biology, waste treatment, engineering design, fish health, nutrition, processing, etc. This course is intended to build upon the undergraduate’s previous course background and interests. Includes supervised “hands-on” laboratory experiences. "
54,2011CornellSUPERTRIMMED_spaced,BEE 4500 Bio instrumentation ,"Spring. 4 credits. Satisfies both BE laboratory experience and BE capstone design requirement. Prerequisites: MATH 2940, introductory computing, two semesters of physics, statistics, or permission of instructor. Letter grades only. D. J. An es hans ley. Bio instrumentation applications are emphasized in this laboratory-based course. Electronic instruments from sensor to computer are considered. Static and dynamic characteristics of components and systems are examined theoretically and empirically. General analog and digital signal condition circuits are designed, constructed, and tested. A variety of biological applications of instrumentation are discussed. "
55,2011CornellSUPERTRIMMED_spaced,BEE 4530 Computer-Aided Engineering: Applications to Biomedical Processes ,"Fall (offered fall 2010 only; taught in spring 2012 and every spring thereafter). 3 credits. Satisfies BE capstone design requirement. Satisfies College of Engineering technical writing requirement. Prerequisite: heat and mass transfer (BEE 3500 or equivalent). Letter grades only. A. Halder. Introduction to simulation-based design as an alternative to prototype-based design; analysis and optimization of complex real-life processes for design and research, using industry-standard physics-based computational software. Emphasis is on problem formulation, starting from a real process and developing its computer model. Covers biomedical processes in thermal therapy and drug delivery that involve heat transfer, mass transfer, and fluid flow. Computational topics introduce the finite-element method, pre- and post-processing, and pitfalls of using computational software. Students choose their own semester-long biomedical project, which is the major part of the course (no final exam). "
56,2011CornellSUPERTRIMMED_spaced,BEE 4550 Biologically Inspired Microsystems Engineering ,"Fall. 2–3 credits. Prerequisites: one year of biology, BEE 2220, co-registration of BEE 3500 and BEE 3310. Letter grades only. M. Wu. Covers fundamental principles that nature uses to build and control living systems at micro- and nanometer length scales, and to "
57,2011CornellSUPERTRIMMED_spaced,BEE 4600 Deterministic and Stochastic Modeling in Biological Engineering ,"Fall. 3 credits. Satisfies BE capstone design requirement. Prerequisites: MATH 2930, MATH 2940, BEE 3500 or equivalent, Mass and Energy Balances, or permission of instructor. S–U or letter grades. J. C. March. Covers modeling biological systems from an engineering standpoint. Starting with deterministic approaches, the course functionally decomposes and mathematically models systems important to biological engineers (including bio processing, bio medicine, and microbial ecology). Mechanistic aspects of biology are handled using stochastic (probabilistic) approaches in the second half of the semester. "
58,2011CornellSUPERTRIMMED_spaced,BEE 4640 Bio separation Processes ,"Fall. 3 credits. Prerequisites: introductory biochemistry, physics, MATH 1920, BEE 2600 or equivalent, or permission of instructor. S–U or letter grades. Offered alternate years. J. B. Hunter. Bio separation is the science and engineering of fractionating and purifying biological materials: DNA, proteins, living cells, antibiotics, biofuels, and even foods. This course covers separation methods used in the biotechnology industry, principles governing these methods, approaches to improving bio separation performance, and the special challenges of scale-up. Key topics (cent ri fuga tion, filtration, extraction, membrane methods, ion exchange, chromatography, electrophoresis) are supplemented with student presentations. Intended for seniors and graduate students in engineering, chemistry, biology, and food science. "
59,2011CornellSUPERTRIMMED_spaced,BEE 4730 Watershed Engineering ,"Fall. 4 credits. Satisfies BE and EnvE capstone design requirement. Satisfies College of Engineering technical writing requirement. Satisfies BE laboratory experience requirement. Prerequisite: CEE 3310 or hydrology course. Letter grades only. M. T. Walter. Teaches basic design and analysis as practiced for water control and non point source pollution prevention. Discusses the origins of design approaches, including their theoretical bases, but this is not a theory course. Most of the course is dedicated to practicing applied design. Assignments are generally representative of real-life engineering problems and involve as much hands-on experience as possible. Some example topics include risk analysis, water conveyance, non point source pollution control, stream restoration, storm water management, and erosion control. "
60,2011CornellSUPERTRIMMED_spaced,BEE 4740 Water and Landscape Engineering Applications ,"Spring. 3 credits. Satisfies BE and EnvE capstone design requirement. Prerequisites: CEE 3310 or hydrology course or permission of instructor. Letter grades only. L. D. Geo hring and T. S. Steen hu is. Focuses on how water moves in soil and the implications for design of drainage and irrigation systems in the landscape. The course addresses aspects of soil physics, flow in porous media, water quality, and water supply or disposal in regard to drainage and irrigation applications. Emphasis is on problem solving of actual situations, and a major site-design project is required. "
61,2011CornellSUPERTRIMMED_spaced,BEE 4890 Entrepreneurial Management for Engineers ,"Fall. 4 credits. Satisfies College of Engineering technical writing requirement. Prerequisite: junior standing. Letter grades only. No one allowed to add course after second week. M. B. Timmons. Focuses on how to start a new company centered on engineering or biological technologies. The course covers entrepreneurship principles, fund raising, negotiation, financial calculations (internal rate of return, time value of money, pro forma statements); legal structures of businesses; project management; issues related to professional ethics; and technical writing and communication. Majority of work done in teams, including a complete business plan that is presented to angel investors. Business plans must require less than $100K in startup funding and may result in actual investment by the angel investor group. "
62,2011CornellSUPERTRIMMED_spaced,BEE 4900 Biofuels: The Economic and Environmental Interactions ,"Spring. 2 credits. Prerequisite: senior or graduate standing, others by permission of instructor. S–U or letter grades. P. G. Hess. Surveys the latest research on the science and economics of biofuels. Questions addressed include the environmental and economic impacts of biofuel use and whether the use of biofuels justifies public policy intervention. The course consists of a colloquium, discussion with the colloquium speaker, and an in-class discussion section. [BEE 4930 Technical Writing for Engineers Fall, spring. 1 credit. Meets College of Engineering technical writing requirement. Letter grades only. Staff. Covers communication skills necessary for oral and written technical project reports. Also considers outlines, style, audience, and general presentation mechanics.] "
63,2011CornellSUPERTRIMMED_spaced,BEE 4970 Individual Study in Biological and Environmental Engineering ,Fall and spring. 1–4 credits. Prerequisite: written permission of instructor and adequate ability and training for work proposed; normally reserved for seniors in upper two-fifths of their class. Students from all colleges must register using independent study form (available in 207 Riley-Robb Hall). Letter grades only. See department office for course ID specific to project advisor. Staff. Special work in any area of biological and environmental engineering on problems 
64,2011CornellSUPERTRIMMED_spaced,BEE 4980 Undergraduate Teaching ,"Fall and spring. 1–4 credits. Prerequisite: written permission of instructor. Letter grades only. Students from all colleges must register using independent study form (available in 207 Riley-Robb Hall). See department office for course ID specific to project advisor. Staff. The student assists in teaching a biological and environmental engineering course appropriate to his or her previous training. The student meets with a discussion or laboratory section, prepares course materials, grades assignments, and regularly discusses objectives and techniques with the faculty member in charge of the course. "
65,2011CornellSUPERTRIMMED_spaced,BEE 4990 Undergraduate Research ,"Fall and spring. 1–4 credits. Prerequisites: normally reserved for seniors in upper two-fifths of their class; adequate training for work proposed; written permission of instructor. Letter grades only. Students from all colleges must register using independent study form (available in 207 Riley-Robb Hall). See department office for course ID specific to project advisor. Staff. Research in any area of biological or environmental engineering on problems under investigation by the department or of special interest to the student, provided that adequate facilities can be obtained. The student must review pertinent literature, prepare a project outline, carry out an approved plan, and submit a formal final report. "
66,2011CornellSUPERTRIMMED_spaced,BEE 4991–4992 BEE Honors Research ,"Fall and spring. 1–6 credits, variable. Prerequisite: en roll ment in BEE research honors program. Students must be eligible for Latin honors and complete honors program application by third week of fall semester, senior year. Letter grades only. Staff. Intended for students pursuing the research honors program in BEE. "
