,School,CourseID,Descriptions
33,AlmaSUPERTRIMMED_spaced,ART 218M History of Photography,"AH 4 cr UL Student will explore the history of photography and its social impact. Connections will be made between the various photographic techniques, camera formats, and the aesthetics of the medium as the technology developed through the years. Course fee. Prereq: Permission "
34,AlmaSUPERTRIMMED_spaced,ART 224," Film Photography AH  4 cr UL Introduction to basic 35mm traditional photography  (Film and Darkroom techniques). Students will learn all  aspects of the basic camera body, lenses, Black and White film, film and print development using traditional black and white film, paper and chemistry. Traditional 35mm  SLR film camera is required. Course fee. "
35,AlmaSUPERTRIMMED_spaced,ART 225," Digital Photography AH  4 cr UL Students will explore the aesthetics of digital photography as it relates to the digital SLR camera, color aesthetics, post-production techniques and color management for printing or viewing. Course fee. "
36,AlmaSUPERTRIMMED_spaced,ART 228," Lighting Studio AH  2 cr UL Introduction to studio lighting concepts and  techniques for still life, portraiture,  documenting artwork, and commercial uses. These techniques are applicable to film, video and  still images. Course fee. "
37,AlmaSUPERTRIMMED_spaced,ART 230," Graphic Design Studio AH  4 cr UL Development of communication skills through the organization of image and text to inform, persuade, identify, or clarify an idea to a specific audience. Students will design works for printed media and Web-based communications. Course fee. "
38,AlmaSUPERTRIMMED_spaced,ART 240," Ceramics II AH  4 cr UL A continuation of direct hand-building and throwing techniques, continued surface enrichment, and an introduction to basic mold-making and glaze mixing/testing. Course fee. "
39,AlmaSUPERTRIMMED_spaced,ART 241," Wheel Throwing AH  2-4 cr UL An introduction to wheel throwing with a secondary emphasis on altering and hand-building forms. Glaze mixing, surface development, and kiln firing will be covered. We will investigate traditional and contemporary forms and figure out how a pot is never just a pot. Course fee. "
40,AlmaSUPERTRIMMED_spaced,ART 243," 3D Printing and Pottery AH  4 cr UL Introduces the use of contemporary technology in designing pottery and tableware through the use of the 3-D modeling programs, 3-D printing, mold-making, casting, ceramic decal printing, as well as some direct hand forming methods. We will investigate the pot as a vessel for driving content; who will use these pots and for what purpose? Course fee. "
41,AlmaSUPERTRIMMED_spaced,ART 245 Raku Ceramics,"AH 4 cr UL An introduction to the history, aesthetics and techniques of raku-fired ceramics. Course fee. Prereq: Permission "
42,AlmaSUPERTRIMMED_spaced,ART 250," Sculpture I AH  4 cr UL An investigation of both traditional and contemporary materials, methods, and subject matter. Form will be approached through processes that utilize addition, subtraction, manipulation and transformation. Course fee. "
43,AlmaSUPERTRIMMED_spaced,ART 253," Figurative Clay Sculpture AH  4 cr UL An introduction to building figures and animals in clay. Through the use of visual references, there will be a focus on understanding measurement, alignment, and proportion. Narrative development and content exploration will be supported by class discussions, lectures, and independent research.  Works will be prepared for kiln firing and will be surfaced with glazes and paint. Course fee. "
44,AlmaSUPERTRIMMED_spaced,ART 255," Metal Sculpture AH  2 cr UL An introduction to working with metal from the sketchbook, to model, to sculpture. The models will be small-scale sketches that we assemble by soldering small scale wire and cardboard. We will be cutting metal with the aid of hand-made templates and a plasma cutter, then welding together complex forms with clamps and a MIG-welder. Course fee. "
45,AlmaSUPERTRIMMED_spaced,ART 261," Beginning Painting AH  4 cr UL This course is an introductory course discussing basic concepts of painting in oil. Focusing on value, minimal color, space and developing observational skills. Course fee. "
46,AlmaSUPERTRIMMED_spaced,ART 262," Figure Drawing II AH  4 cr UL This course is an advanced drawing course, which reaffirms practice in proportion, space, drawing techniques and observational skills applied to the figure. In addition, this course will discuss various materials, color, scale, and concept. Course fee. "
47,AlmaSUPERTRIMMED_spaced,ART 270," Introduction to Printmaking AH  4 cr UL This course will explore the basic printmaking  methods and their art historical significance.  The students will gain basic knowledge of  techniques and vocabulary that will further  develop their artistic expression through the  creation of the multiple print and/or presentation processes. We will cover Monotype,  Colla graph, Relief, and Dry point Etching using a  more contemporary, less toxic process. Course fee. "
48,AlmaSUPERTRIMMED_spaced,ART 271, Introduction to Lithography AH  4 cr UL This course will give an overview of historical techniques and contemporary methods used in creating a lithograph.  The emphasis of this course will be to visually express the students' ideas and concepts through the technical manipulation of the surface of the stone and/or plate resulting in a editions of prints. These techniques will include both drawing and painting methods on traditional stone and ball ground plate lithography. Course fee. 
49,AlmaSUPERTRIMMED_spaced,ART 272, Introduction to Lithography AH  4 cr UL This course will give an overview of techniques used within both contemporary and historical references.  The emphasis of this course will be to visually express the students' ideas and concepts through the technical manipulation of the surface of the stone 
50,AlmaSUPERTRIMMED_spaced,ART 280," Topics in Art History AH  4 cr UL Selected topics in the history of art. Subject varies according to instructor's field. Course content and instructor announced in advance. May be repeated for credit if course content covers a different topic. (Past courses include women in art, history of prints). Course fee. "
51,AlmaSUPERTRIMMED_spaced,ART 280IM The Art and Literature of Ireland,"AH 4 cr UL The powerful Irish tradition of d in nse anc has, or  place name poetry has ensured that Ireland's  landscape is vividly literary - every place we  will visit resonates with multiple layers of  ancient stories, stories that have taken form in  both literature and the visual arts.  As we  explore why and how ancient and later monuments  articulate the status and power of the landscape  - its control, and its bounty - we will also  investigate the stories written by later  inhabitants who sought to explain and appropriate  such monuments even as they added their own art  and architecture at or near those sites.  From  the early myth cycles to William B. Yeats, James  Joyce, and Seamus Heaney, the d in nse anc has reveals in Ireland's landscape artifacts of  culture, mythology, and natural wonder. "
52,AlmaSUPERTRIMMED_spaced,ART 280M," Topics in Art History AH 4 cr UL Selected topics in the history of art. Subject  varies according to instructor's field. Course  content and instructor announced in advance. May  be repeated for credit if course content covers a different topic. (Past courses include art  history in Rome, and world ceramics: London).  Course fee. Spring Term only. "
53,AlmaSUPERTRIMMED_spaced,ART 281, Topics in Studio Arts AH  2-4 cr UL Selected topics in studio art. Subject varies according to instructor's field. Course content and instructor announced in advance. May be repeated for credit if course content covers a different topic. May include course fee. 
54,AlmaSUPERTRIMMED_spaced,ART 290," Directed Studio AH  2-4 cr UL Exploration at the intermediate level through a studio project in a selected medium. Open to majors and non-majors. Utilizes a directed studio format. (Past courses included book arts, jewelry, watercolor, wheel-thrown ceramics, etc.). Course fee. "
55,AlmaSUPERTRIMMED_spaced,ART 299 ART Independent Study ,1-4 cr UL Individual study of a subject in Art or Art History. Course fee may apply. Prereq: Permission 
56,AlmaSUPERTRIMMED_spaced,ART 319 Art Theory,"AH 4 cr UL An exploration of the main theoretical discourses (philosophical, critical, historical) that impel both the creation and the reception of art, including the very definition of art, as deployed throughout the 20th century. Course fee. Prereq: Junior or Senior Standing "
57,AlmaSUPERTRIMMED_spaced,ART 320M Photojournalism,"AH 4 cr UL Student will explore historic and current photojournalism practices and aesthetic. They will travel to different countries and work on a specific assignment that applies to the cultural experiences of that location. Locations vary from year to year. Course fee. Spring Term only. Prereq: ART-224 or Permission ART 324 Photography II AH  4 cr UL An exploration of various camera formats including pinhole, medium and large format cameras, and the manner in which they communicate. Various printing methods will be explored based on aesthetic goals. Course fee. "
58,AlmaSUPERTRIMMED_spaced,ART 330," Graphic Design II AH  4 cr UL Explores the function of type as it relates to various aspects of graphic design. Anatomy of type, type structure, font families, and a brief history of type will be considered. Course fee. "
59,AlmaSUPERTRIMMED_spaced,ART 331, Graphic Design III AH  4 cr UL Introduction to aesthetic components in web design as it applies to graphic design. Course fee. 
60,AlmaSUPERTRIMMED_spaced,ART 332, Graphic Design IV AH  4 cr UL Introduction to the use of various narrative forms  in art and graphic design. Techniques include  motion graphics as applied to web design and  basic animation techniques. Course fee. 
61,AlmaSUPERTRIMMED_spaced,ART 333, Graphic Design V AH  4 cr UL An intensive consideration of logo design as it applies to graphic design in print and animated form. Course fee. 
62,AlmaSUPERTRIMMED_spaced,ART 340," Ceramics III AH  4 cr UL This course is designed around developing an individual voice with fired clay and ceramic surface. Both form and surface will be explored in contributing to the content of the piece. Through research, surface testing, and experimentation, students will develop skills towards a disciplined studio practice. Course fee. "
63,AlmaSUPERTRIMMED_spaced,ART 350," Sculpture II AH  4 cr UL A continued material investigation in three-dimensions with a focused introduction to wood. Additionally, there will be a stronger emphasis on the students' individual investigation of material, process, and conceptual thought process. Course fee. "
64,AlmaSUPERTRIMMED_spaced,ART 361," Drawing and Painting I AH  4 cr UL This is an intermediate course, which discusses contemporary as well as traditional ways of creating a drawing and a painting. Time will be devoted to developing ideas of a unique body of work as well as material experimentation. Course fee. "
65,AlmaSUPERTRIMMED_spaced,ART 362," Drawing and Painting II AH  4 cr UL This is an intermediate course, which discusses contemporary as well as traditional ways of creating a drawing and a painting. Time will be devoted to developing ideas of a unique body of work as well as material experimentation. "
66,AlmaSUPERTRIMMED_spaced,ART 375, Photo Intaglio and Relief AH  4 cr UL Students will explore photo intaglio and relief as  it is applied in a contemporary context. They  will consider historical images to gain an  understanding on how co-images may work well  using this particular process. They will gain an  understanding of the technical aspects in  creating digital negatives and solar plates for intaglio and relief photo-based prints. Class  fee. 
67,AlmaSUPERTRIMMED_spaced,ART 380," Topics in Studio Art AH  2-4 cr UL Selected topics in studio art. Subject varies according to instructor's field. Course content and artist announced in advance. May be repeated for credit if course content covers a different topic. (Past courses included advanced illustration, landscape photography and architectural ceramics.) Studio courses may be taught overseas during Spring Term. Course fee. "
68,AlmaSUPERTRIMMED_spaced,ART 385 Art Internship ,"1-8 cr UL Designed to provide on-site working experiences in the student's area of interest. Examples include: apprenticeships with professional artists, internships with museums or art centers, internships with community art councils, or short-term employment in firms specializing in an art-related area. Internships are arranged with assistance of faculty advisor. Possible course fee. Prereq: ART-101, 111, 112, 120, 150 and Permission "
69,AlmaSUPERTRIMMED_spaced,ART 390, Advanced Directed Studio AH  2-4 cr UL In-depth study in the student's area of interest under direction of a faculty member in that area. Designed for junior and senior Art and Design majors who have completed 12 credits of studio work. Exceptions to this policy made only with Departmental permission. Subject matter arranged through close consultation with advisor according to individual needs or to specified curricula available. Course fee. 
70,AlmaSUPERTRIMMED_spaced,ART 399 ART Independent Study ,1-4 cr UL Individual study of a subject in Art or Art History. Course fee may apply. Prereq: Permission 
71,AlmaSUPERTRIMMED_spaced,ART 400 Art History Thesis,"AH 2-4 cr UL Readings, discussion and research paper on special topics in Art History. Course fee. Prereq: Permission "
72,AlmaSUPERTRIMMED_spaced,ART 424," Photography III AH  4 cr UL Exploration of images made with digital and traditional technology. Students learn to create digital negatives that are printed using alternative hand-mixed light sensitive chemicals on papers. Students may also explore photo lithography, intaglio, and relief. Course fee. "
73,AlmaSUPERTRIMMED_spaced,ART 425, Photography - Alt. Processes AH  4 cr UL Exploration of images made with digital and traditional technology. Students learn to create digital negatives that are printed on light sensitive chemicals made by the students. Platinum/palladium and gum printing are two non-silver processes considered. Course fee. 
74,AlmaSUPERTRIMMED_spaced,ART 440," Ceramics IV AH  4 cr UL This course is designed around developing an individual voice with fired clay and ceramic surface. Both form and surface will be explored in contributing to the content of the piece. Through research, surface testing, and experimentation, students will develop skills towards a disciplined studio practice. Course fee. "
75,AlmaSUPERTRIMMED_spaced,ART 450," Sculpture III AH  4 cr UL This course is designed for students exploring complex technical procedures pertaining to sculpture. It will require in-depth research, presentation, and application of knowledge into a focused body of work. Course fee. "
76,AlmaSUPERTRIMMED_spaced,ART 461," Drawing and Painting III AH  4 cr UL This is an advanced course, which discusses contemporary as well as traditional ways of creating a drawing and a painting. Time will be devoted to creating a unique series of work, which will be applied to a capstone experience. Course fee. "
77,AlmaSUPERTRIMMED_spaced,ART 462," Drawing and Painting IV AH  4 cr UL This is an advanced course, which discusses contemporary as well as traditional ways of creating a drawing and a painting. Time will be devoted to creating a unique series of work, which will be applied to capstone experience. "
78,AlmaSUPERTRIMMED_spaced,ART 490, Advanced Directed Studio AH  2-4 cr UL In-depth study in the student's area of interest under direction of a faculty member in that area. Designed for junior and senior Art and Design majors who have completed 12 credits of studio work. Exceptions to this policy made only with Departmental permission. Subject matter arranged through close consultation with advisor according to individual needs or to specified curricula available. Course fee. 
79,AlmaSUPERTRIMMED_spaced,ART 500, Senior Show Studio AH  2-4 cr UL Student will work on a specific thesis and body of  work as it relates to their capstone senior show  thesis within their area of emphasis. Course Fee. 
80,AlmaSUPERTRIMMED_spaced,ART 501," Lighting Studio AH 2 cr UL Studio lighting techniques specifically for documenting artwork. Seniors will be required to create a database of their art work and a website that promotes their work for senior show thesis review, graduate school applications and job application. Course fee. "
81,AlmaSUPERTRIMMED_spaced,ART 502," Professional Practices AH 2 cr UL This class prepares BA (with an emphasis) and BFA students for success after graduation. This class discusses opportunities, topics, and developments which will best prepare the student to be prepared and competitive in the visual art field after graduating. Course fee. "
82,AlmaSUPERTRIMMED_spaced,AST 101 Planetary Science ,"NS2 4 cr Examines the solar system from the perspective of the interdisciplinary fields of planetary science. Study of both solid surfaces and atmospheres using the concepts and techniques of astronomy, geology, atmospheric science, meteor it ics, physics and chemistry. Work involves theoretical and experimental studies of planetary processes at an introductory level in lecture, discussions and laboratory. Course fee. "
83,AlmaSUPERTRIMMED_spaced,AST 112 The Universe ,"NS2 4 cr Introduction to the current view of the physical universe. Topics include the stars, star clusters, the galaxy and cosmology. Required laboratory exercises illustrate principles and ideas used by astronomers to support their views of the cosmos. Course fee. "
84,AlmaSUPERTRIMMED_spaced,AST 225," Astrophysics NS2 4 cr UL Study of the physics of stellar constituents of the universe: distances, magnitudes, colors, spectra and motions of stars; multiple and variable stars; stellar structure and evolution, star clusters, structure and rotation of the Milky Way galaxy, galaxies and cosmology. "
85,AlmaSUPERTRIMMED_spaced,BCM 180 Topics in Biochemistry ,"NS1 1-4 cr Topics vary. Previous offerings have included Genes and Society (4 cr) for non-science majors, and the lab-only Introduction to Molecular Genetics (1 cr) for science majors seeking a peer-mentored experience.  Laboratory.  Course fee. "
86,AlmaSUPERTRIMMED_spaced,BCM 180M Topics in Biochemistry ,"NS1 1-4 cr Topics vary. Previous offerings have included Genes and Society (4 cr) for non-science majors, and the lab-only Introduction to Molecular Genetics (1 cr) for science majors seeking a peer-mentored experience.  Laboratory.  Course fee. "
87,AlmaSUPERTRIMMED_spaced,BCM 319," Toxicology NS1 4 cr UL An introduction to Toxicology. Topics include general principles, to xico dynamics and kinetics, metabolism and biochemical mechanisms, system and organism al responses, testing guidelines, analytical methods, and case studies (clinical and environmental). Laboratory. Course fee. "
88,AlmaSUPERTRIMMED_spaced,BCM 321," Biochemistry NS1 4 cr UL Overview of the major topics of biochemistry including the chemistry, structure, function, biological activity and molecular mechanisms of the major biological macromolecules. Introduction to bio energetics and central metabolic pathways. Laboratory. Course fee. "
89,AlmaSUPERTRIMMED_spaced,BCM 422 Advanced Biochemistry,"NS1 4 cr UL Further study of intermediary metabolism through the use of historical and current research articles. Introduction to biophysical methods. Emphasis on experimental design, data analysis and integration of biochemical information. Laboratory. Course fee. (Offered Winter, Odd numbered years) Prereq: BCM-321 "
90,AlmaSUPERTRIMMED_spaced,BCM 430," Molecular Genetics NS1 4 cr UL Study of the transmission of information at the molecular level and the techniques used in gene analysis. Topics include gene structure and function, gene expression, genetic mobility, genomics, transgenic s and recombinant DNA methodology. Laboratory. Course fee. (Offered Winter, Even numbered years) "
91,AlmaSUPERTRIMMED_spaced,BCM 500 Senior Thesis,NS1 4 cr UL Independent laboratory research of an original problem resulting in a thesis and public presentation. Required for departmental honors. Course fee. Prereq: Permission 
92,AlmaSUPERTRIMMED_spaced,BIO 101 Biology for Non-Majors ,"NS1 4 cr Study of living organisms, biological processes and classification. Current topics in biology are emphasized. For the non-major. Laboratory. Course fee. "
93,AlmaSUPERTRIMMED_spaced,BIO 121 Introduction to Cell Biology ,"NS1 4 cr Study of basic biological processes, mostly at the cellular level, including the chemical basis of life, cellular structure and function, heredity, reproduction and the genetic basis of evolution. Required for BIO, BCM, BTC, and IPHS majors. Laboratory. Course fee. "
94,AlmaSUPERTRIMMED_spaced,BIO 122 Introduction to Plant Biology ,"NS1 4 cr An introductory course emphasizing plants as the model organism for learning about basic biological principles including plant development, anatomy, physiology, behavior, evolution, and ecology. Studio format course, in which lectures and labs are combined for a student-focused, active-learning experience. Students work throughout the semester as members of collaborative groups to answer and develop questions, solve problems, perform experiments, and conduct research that is intended to help them learn. Laboratory. Course fee. (Formerly offered as BIO-202). "
95,AlmaSUPERTRIMMED_spaced,BIO 125M Protein Expression Techniques,"NS1 4 cr This hands-on course focuses on various protein  expression models in today's molecular research  laboratory. Expression of recombinant proteins in  bacterial and animal cell culture has become a  critical skill set for work in modern academic  and applies industrial research settings.  Instrumentation experience will include but not  be limited to: Biosafety Level-2 in vitro cell culture, fluorescence microscopy, UV-VIS  Spectrophotometry, SDS-PAGE, and affinity  chromatography. Brief morning planning sessions  coordinated by the instructor and upper level  students will be followed by a full day in the  laboratory. "
96,AlmaSUPERTRIMMED_spaced,BIO 180 Biological Topics ,"NS1 4 cr Lecture, laboratory and/or field experiences of special relevance to biology. Recent topics have included animal behavior, recombinant gene techniques, microbial ecology and cell culture.  May be taken more than once for credit. May include a course fee. "
97,AlmaSUPERTRIMMED_spaced,BIO 204," Genetics NS1 4 cr UL The mechanics of inheritance at the molecular and cellular levels and the relationship of this phenomenon to gene action, organism al development, population changes and evolution. Laboratory. Course fee. "
98,AlmaSUPERTRIMMED_spaced,BIO 205 Human Embryology,NS1 4 cr UL Development of the organism from its beginning to the establishment of the basic body plan and organ systems. Live embryos and developmental morphology of vertebrates. Laboratory. Course fee. Prereq: BIO-121 
99,AlmaSUPERTRIMMED_spaced,BIO 206," Forest Vegetation NS1 4 cr UL Students will learn morphological features that characterize woody plant species, the use of those features for recognition and identification of woody plants, scientific and standard common names of those species, and the diversity of woody plants and their associated communities across North America. Laboratory. Course fee. "
100,AlmaSUPERTRIMMED_spaced,BIO 207," General Physiology NS1 4 cr UL Study of the function of various animal organ systems, especially the ways in which they interact to maintain homeostasis of the individual. Most examples are from mammalian systems. Laboratory. Course fee. "
101,AlmaSUPERTRIMMED_spaced,BIO 280, Topics in Biology NS1 2 cr UL Biological topics selected by the instructor. May be taken more than once for credit. 
102,AlmaSUPERTRIMMED_spaced,BIO 290," Sophomore Seminar NS1 2 cr UL Designed to show students how to plan and prepare a portfolio for their senior capstone presentation.  Library skills, basic statistics and experimental design will be emphasized. Course fee. "
103,AlmaSUPERTRIMMED_spaced,BIO 299 Biology Independent Study ,"1-4 cr UL An opportunity for exceptional freshmen and sophomores to work directly with faculty on a research project. Typically, students help gather data and participate in the analysis of data. Introduction to the research process. Course fee. Prereq: Permission "
104,AlmaSUPERTRIMMED_spaced,BIO 301 Cell Biology,"NS1 4 cr UL Study of the fine structure of eu car yo tic and proca ryo tic cells, the chemical composition and organization of cells, and the particular organization and function of cell organelles and structural components. Laboratory. Course fee. "
105,AlmaSUPERTRIMMED_spaced,BIO 302 Ecology,"NS1 4 cr UL Investigation of population, community and ecosystem structure, dynamics and energetics.  Laboratory and field studies. Course fee. Prereq: Sophomore Standing or Permission "
106,AlmaSUPERTRIMMED_spaced,BIO 305," Comparative Vertebrate Anatomy NS1 4 cr UL Explores the use of homology and cladistics to recover phylogenies and to understand the evolution of anatomical features of vertebrates.  The function, form, and biodiversity of chordates with emphasis on vertebrates are discussed. Laboratory. Course fee. "
107,AlmaSUPERTRIMMED_spaced,BIO 306 Forest Ecology,"NS1 4 cr UL Ecological interactions crucial to understanding forest ecosystems. This class will be taught by using the flipped classroom teaching method which will involve active learning techniques. Students will be responsible for a significant amount of preparation outside of class and active learning projects during class. Laboratory and field studies, with one Saturday field trip with a focus on acquiring field techniques and mastering quantitative skills. Laboratory. Course fee. Prereq: BIO-122 or Permission "
